No,Wavelet transform,easting,northing,within_10km,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test,Mean,Std,Sample Count,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,Aquifer,Top Soil,Sub Soil,Poor20,Poor10
2449,Annual,439655,144355,TRUE,-588.2223,0.1182943,0.7397374,0.706785433,0.26686808,0.5850481,21.04124386,0.635754839,58,2.0347207,1.488257876,283.9090361,8.427272862,0.006832837,3.51454973,100456.572,322.5242802,125.356601,76.08072662,6.074844837,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,34.35400958,528.5146411,1,49.49323654,Chalk,sandy clay loam,clay loam,#N/A,#N/A
2462,Multiannual,621480,164660,TRUE,-37.573647,0.22335231,0.5608368,0.478120108,0.41521576,0.7385737,4.686316501,0.445406442,1826,1.548083241,1.549627921,284.3852488,6.701862052,0.007039397,4.658028786,101046.4419,322.7229389,124.1655046,17.09158325,1.925553441,6.900000572,22,41,37,1.399999976,29,37,34,1.350000024,520,0.005,43.66250002,449.2103413,1001,0,Chalk,loam,clay loam,#N/A,#N/A
2472,Annual,504025,107065,TRUE,-530.2893,0.2828703,0.7092242,0.811024902,0.4918989,1.4141974,29.81465983,0.657841263,59,2.188554215,1.405861905,284.4270056,6.336254195,0.007052152,3.379873692,101321.9514,323.2113948,119.9516404,30.60821915,2.417862892,20.5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,16.8893196,545.5186157,1001,100010.9375,Chalk,sandy clay loam,clay loam,#N/A,#N/A
2474,Multiannual,614729,275194,FALSE,-109.55338,0.5031271,0.8240278,0.863348839,0.5385382,0.9455097,12.36091772,0.543326512,26,1.591621028,1.601063402,283.90575,7.481927803,0.006730906,5.137959659,101060.65,320.8477163,122.5097569,41.40130234,0.732029974,10.40000153,19,37,44,1.409999967,31,31,38,1.330000043,400,0.075,90.24476819,78.5879949,1001,0,Crag,loam,clay loam,#N/A,#N/A
2516,Annual,568828,123806,FALSE,-1406.5029,0.3959602,0.72563326,0.706193677,0.46188223,1.0040307,34.07750339,0.488883711,58,2.42343921,1.379867235,284.1920552,6.103997887,0.007034462,3.484750523,100757.1846,322.0074978,118.9094445,55.34319305,3.32689476,28.20000076,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,1.915872245,79.54919143,501,0,Corallian Limestone,sandy loam,sandy loam,#N/A,#N/A
2521,Annual,602363,147261,FALSE,-2917.9424,-12.322986,0.7293893,0.713886987,14.292292,1.8624612,2.696591894,0.663640123,59,1.915553122,1.4711522,284.1120909,7.604655088,0.006986828,3.704051459,100549.3796,321.592273,125.3699993,68.67167664,3.543687344,19.5,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,17.91783107,434.283918,1001,0,Chalk,sandy loam,sandy loam,#N/A,#N/A
2522,Multiannual,359315,326625,TRUE,-1.3438978,-0.5253483,-0.43517268,-0.509054033,0.9620265,0.4847096,18.16935955,0.832363051,1625,1.959145675,1.471550352,283.3421658,7.561281574,0.006609825,4.496150464,100180.8188,322.7639068,118.6174406,93.21994019,2.766451597,7.700004578,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,0.402299116,61.12887246,1001,364.6697693,Triassic Sandstone,sand,sand,0,0
2537,Annual,555918,103838,TRUE,-50.073627,0.28913283,0.82371986,0.813890107,1.6645844,0.8194868,30.85927662,2.878782512,54,2.27743702,1.448247703,283.838339,6.103997887,0.006975581,4.167106168,100037.4862,320.2106945,124.9833588,65.87890625,3.786423683,48.5,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,5.036712948,573.4388844,1,0,Chalk,clay,clay,#N/A,#N/A
2542,Annual,464515,169575,TRUE,-5.0467896,0.13785982,0.2410295,0.240720487,1.2117491,1.349876,6.269173389,0.674336787,56,1.795071194,1.433072579,284.046838,8.427272862,0.006835122,3.484029347,100838.5056,323.1887367,118.4414861,47.17560196,1.569186568,2.400001526,11,80,9,1.570000052,19,72,9,1.480000019,100,0.005,11.91271902,614.6612939,51,0,Chalk,sandy loam,sandy loam,1,0
2553,Annual,531495,107640,TRUE,-158.73232,0.6756698,0.71490276,0.699636392,1.1526937,1.0243787,73.69276245,0.891961344,1256,2.179956186,1.454933277,283.8156671,6.292935412,0.006906557,4.141263408,100047.0146,320.1441933,124.1899041,133.7196045,6.923110962,61.00000763,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,11.90576275,3094.838462,1,0,Chalk,loam,loam,#N/A,#N/A
2570,Annual,408210,206030,TRUE,-0.36738503,0.34511513,0.7982244,0.802268701,1.2248644,0.4189692,28.06371281,6.802000868,61,2.13789704,1.493000909,283.4693304,7.806790904,0.006677936,4.396951652,99768.23287,321.9472607,120.7608915,145.8517456,0.843259215,13.8999939,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,0.220453616,49.3459804,51,0,Oolites,loam,clay loam,#N/A,#N/A
2608,Annual,640913,309568,TRUE,-0.69265723,0.11707264,0.91365063,0.92064379,1.447638,1.7561408,0.273590958,0.135441455,56,1.688773275,1.619110138,283.9503611,6.690909165,0.006808363,5.664456283,101333.691,321.11402,124.6777841,0.210019529,0.078775592,0.899999976,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,111.3898517,114.6053244,1001,0,Crag,clay,clay,#N/A,#N/A
2610,Multiannual,545020,182100,FALSE,-2001.7318,-2.4161007,0.0645442,-0.02648973,4.208188,1.7086679,4.505616896,0.323298803,49,1.534063529,1.476310489,284.3885751,8.170865377,0.006912333,3.554035519,101484.4268,323.5991092,120.0604756,3.911535263,0.597245097,2.500000238,58,8,34,1.190000057,57,11,32,1.200000048,520,0.005,3.014670533,7875.84543,1001,0,Chalk,clay,clay,0,0
2615,Annual,497175,323195,FALSE,-12.409895,0.27388614,0.7772939,0.894616318,0.5486238,0.47664303,11.14346976,1.399154993,56,1.777108428,1.480952553,283.3560656,8.170701117,0.006544113,4.455369758,100381.1171,320.9079661,116.5434551,79.3913269,2.942554474,4,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,5.430111095,50.0605096,101,0,Oolites,clay,clay,#N/A,#N/A
2617,Annual,521435,405615,FALSE,-0.43665528,-0.007454634,0.24832775,0.137735398,1.3206071,0.41079307,3.93152306,1.834832673,56,1.829025192,1.441987709,283.3938678,6.699781022,0.006604438,3.997891999,100875.0071,320.9181286,118.9301395,17.49277306,1.922569513,4.300000191,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,9.630439153,473.7412576,1001,0,Chalk,loam,clay loam,1,0
2618,Annual,506085,419395,FALSE,-80.229675,-0.003433824,0.86422503,0.829790145,1.4933314,1.863175,24.44306132,1.348364644,56,1.878148958,1.458764503,283.2857324,6.699781022,0.00656076,4.665876653,100769.7153,320.614995,116.71934,28.68109703,10.05873203,13.80000019,19,37,44,1.409999967,0,0,0,0,550,0.015,9.455166744,200.0935857,1001,0,Chalk,loam,,#N/A,#N/A
2629,Annual,606405,334345,TRUE,-11032.173,-5.4734917,0.49371496,0.509260258,1.548711,7.430344,28.51127615,0.149270505,1717,1.873055864,1.493807214,283.541516,7.324315532,0.006684122,4.584748166,100772.6601,320.0114172,120.8953486,57.50976563,0.338197231,27.70000076,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,76.54432901,58.92325495,5001,0,Chalk,loam,loam,#N/A,#N/A
2631,Annual,493495,367095,FALSE,-2756.118,-3.7348022,0.16289073,0.181706205,5.649309,1.3186798,1.741677365,0.154280267,57,1.771741517,1.452336448,283.6299837,7.722836944,0.006626363,3.753901176,101282.0743,322.420129,118.1653815,9.670624733,6.054347038,6.000000477,9,80,11,1.600000024,22,68,10,1.450000048,20,0.0015,7.95955141,956.3746411,751,0,Triassic Sandstone,loamy sand,sandy clay loam,1,1
2654,Annual,350974,97557,FALSE,-312.6461,0.3732229,0.5142703,0.592196355,0.6150473,0.90657943,38.92461713,0.847282915,1823,2.578094192,1.330685386,283.9954071,7.141511569,0.006972312,3.797949046,100318.1469,323.6145134,114.2775183,123.057579,3.273148537,59.90000153,9,77,14,1.600000024,17,67,16,1.480000019,20,0.0015,1.164660402,98.27290924,101,0,Oolites,sandy loam,sandy loam,#N/A,#N/A
2663,Annual,332990,246972,FALSE,-11.282518,-0.02498889,0.86535764,0.92242653,0.24014597,0.3253928,3.351659553,0.743292467,1632,2.080777656,1.441117376,283.7891021,7.730120603,0.006829803,3.958347872,100515.9317,324.5724575,119.9562905,63.78453064,1.218007445,0,21,39,40,1.399999976,21,41,38,1.399999976,15,0.05,9.078580313,33.27355722,501,0,Unallocated to aquifers,loam,loam,#N/A,#N/A
2664,Decadal,619334,155563,TRUE,-6.1470556,0.19122833,0.63026285,0.56673457,0.4323115,0.55825937,2.483306975,0.551291727,51,1.870920041,1.446742747,284.3675403,6.701862052,0.007066204,3.847180409,100990.6861,322.7303278,121.0236006,18.6276207,0.975800931,2.799999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,35.85142539,406.2649125,1001,0,Oolites,loam,clay loam,#N/A,#N/A
2674,Annual,565400,268138,TRUE,-21.322706,0.36599755,0.94721854,0.939847624,1.276814,1.5679353,9.379216224,0.555624942,1355,1.525575027,1.504522248,284.0313082,8.084611253,0.006740307,3.911224325,101288.8329,322.3291522,119.4563957,23.80667877,0.428411067,9.599999428,10,82,8,1.590000033,17,75,8,1.5,550,0.015,51.50393416,208.1568382,5001,0,Chalk,loamy sand,sandy loam,#N/A,#N/A
2699,Annual,571094,115069,TRUE,-5.3154726,0.57323486,0.6484074,0.692370681,1.062095,1.2337862,31.97347775,0.854914515,59,2.248849943,1.389429764,284.0936602,6.103997887,0.007040783,4.22751064,100550.1243,321.5223616,117.3500269,109.2465286,3.669173241,65.19999695,51,17,32,1.220000029,52,19,29,1.230000019,50,0.00014,1.716679115,118.5274658,1,0,Corallian Limestone,clay,clay,#N/A,#N/A
2717,Annual,463755,123655,TRUE,-629.8276,-17.113953,0.85533977,0.881579335,19.027521,2.761727,0.897508763,0.646200039,59,2.578696604,1.387325574,283.9271968,8.427272862,0.006855938,3.441735189,100412.3908,321.7351355,117.292384,77.77937317,4.080029011,3.599998474,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,37.95290113,81.38068514,101,443.4398499,Chalk,loam,clay loam,#N/A,#N/A
2719,Annual,495555,389465,FALSE,-5.8993263,-0.009575486,0.7529197,0.756521107,1.8582566,0.5292664,3.581768101,1.213600926,57,1.798904711,1.47673091,283.2834442,7.722836944,0.006536624,4.553581372,100777.8745,320.7679539,118.0649958,52.13562775,1.143220901,9.199996948,22,42,36,1.399999976,0,0,0,0,130,0.0005,7.168631782,31.9,1001,0,Oolites,loam,,#N/A,#N/A
2720,Decadal,334730,390680,TRUE,-1.1260226,-0.11364579,0.07465467,0.031925658,0.9573708,0.38183707,23.34252323,0.977048754,1826,2.289704275,1.451752277,283.5889275,6.877820409,0.006656941,4.464989615,101164.586,324.2629989,116.0149166,9.967542648,0.785206974,0,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,3.982963765,5310.349441,101,552.5316772,Triassic Sandstone,loam,clay loam,1,1
2727,Annual,648197,317237,TRUE,-1.9904213,0.42672592,0.9131784,0.928241293,1.5636169,0.94131225,0.484121673,0.162383773,35,1.66292442,1.60836624,283.8969171,6.690909165,0.00682089,5.835304336,101311.9028,320.899294,124.8678302,1.333835959,0.657977521,0,22,41,37,1.399999976,29,37,34,1.350000024,400,0.075,119.1990699,219.1195486,1001,229.9494781,Crag,loam,clay loam,#N/A,#N/A
2730,Annual,457405,87305,TRUE,-37.676907,0.30046505,0.8427979,0.859681167,0.6343829,0.4247083,48.44733116,2.865457755,59,2.227601313,1.422210069,283.9877234,6.406078896,0.006926236,4.92849813,100390.9352,321.1886808,112.8663064,65.09309387,22.62734604,49.40000153,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,57.97829619,517.5629717,251,0,Chalk,loam,clay loam,#N/A,#N/A
2738,Multiannual,349255,321055,TRUE,-3335.8801,-0.40150964,-0.32534796,-0.320976496,0.54761225,0.94497895,62.76510541,0.49172439,59,1.999561887,1.467786543,283.272511,7.561281574,0.006604133,4.541575323,99992.18205,322.4762723,118.9811364,127.7313766,2.107393265,31.99999237,9,78,13,1.600000024,23,64,13,1.429999948,33,0.01,2.857572401,117.3963822,251,377.5330505,Triassic Sandstone,sandy loam,sandy clay loam,0,0
2751,Multiannual,445380,171128,TRUE,-379.19302,-3.109929,0.7272992,0.836640891,1.3980191,5.0815344,10.39069253,0.217739722,56,1.879408543,1.40896439,283.7457167,8.427272862,0.006755395,3.520983492,100246.9746,322.1359928,117.9416915,98.19533539,4.545917988,6.299995422,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,28.78171785,285.5830405,51,0,Chalk,sandy clay loam,clay loam,#N/A,#N/A
2752,Annual,623067,157493,TRUE,-113.59284,-0.005196929,0.888831,0.859590512,0.13928354,0.492823,6.466397929,0.520762843,1826,1.748083241,1.472425902,284.4376308,6.701862052,0.007085247,3.878371415,101131.9082,323.0398854,122.8942404,11.22738266,1.064315677,3.399999619,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,39.94862087,124.9018948,1001,0,Chalk,loam,clay loam,#N/A,#N/A
2757,Annual,570964,157381,TRUE,-35.092995,0.380619,0.47571146,0.575834225,1.1323637,0.69795257,11.57924238,0.258075435,59,1.830832418,1.45147455,284.3339897,8.545290384,0.006969165,3.579918574,101194.1146,322.8056551,120.6243779,25.26992035,1.614085317,10,24,48,28,1.399999976,34,41,25,1.330000043,270,0.0006,12.11702782,1065.741237,251,0,Lower Greensand,sandy clay loam,clay loam,#N/A,#N/A
2760,Annual,509315,336015,FALSE,-11.61923,-0.13136566,0.8137356,0.822222907,0.34224603,0.09852706,12.80165539,2.454390761,58,1.645345018,1.460036474,283.6912665,7.961938764,0.006642924,3.773943386,101189.1415,322.3369886,118.1540952,27.36096573,0.774360061,5.600000381,22,41,37,1.399999976,29,37,34,1.350000024,184,0.02,0.808902969,49.12925147,751,0,Oolites,loam,clay loam,#N/A,#N/A
2763,Annual,440484,172875,TRUE,-33.5887,-4.079445,0.78595096,0.7902531,1.0378513,6.0748196,14.43240487,0.218790386,59,1.879791896,1.425616888,283.6147333,8.427272862,0.006719447,3.533355876,99988.98075,321.6205789,119.5793911,112.7718964,4.81866169,5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,33.07193279,54.3569109,51,0,Chalk,sandy clay loam,clay loam,#N/A,#N/A
2787,Annual,399455,139314,TRUE,-402.19913,-0.10561967,0.57900256,0.724453239,0.17123301,1.598585,18.38601683,0.760466468,43,2.11746988,1.496204684,283.7429382,7.812595891,0.006816911,3.64144456,100029.7377,322.3542943,127.4324194,92.54624939,3.424113512,0,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,6.403286406,37.89189719,51,0,Chalk,loam,loam,#N/A,#N/A
2790,Multiannual,365385,328345,TRUE,-540.5393,-0.622741,0.617609,0.714361189,2.557627,1.2467163,3.294394697,0.220714685,60,1.956790799,1.417428242,283.4552284,7.561281574,0.006634601,3.717228335,100430.2996,323.2629144,117.1544099,74.32122803,0.971921742,7,4,87,9,1.730000019,4,88,8,1.74000001,30,0.14,3.337929634,81.00242788,1001,0,Permian Sandstone,sand,sand,#N/A,#N/A
2796,Annual,446580,216540,TRUE,-6.8162217,-0.18795383,0.83927846,0.876515202,0.21388227,0.12397386,9.442851845,2.803911439,57,1.704216864,1.451796358,283.7571825,7.847316624,0.00672168,3.549279002,100463.1026,322.8293513,119.5199614,83.38846588,0.138981357,1.099998474,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,0.54275578,277.245991,51,0,Oolites,clay,clay,#N/A,#N/A
2802,Annual,518485,408285,FALSE,-1.4955649,0.21283108,0.5546633,0.494155465,0.7277858,0.4107553,9.399916261,1.916545657,59,1.791511499,1.480431204,283.3649325,6.699781022,0.006594211,4.737426085,100841.5461,320.8225967,118.4448355,23.0431366,1.390081644,2.199998856,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.936877986,134.7245144,1001,0,Chalk,loam,clay loam,#N/A,#N/A
2806,Annual,542795,381065,FALSE,-395.91418,-1.2430105,0.6231467,0.615115382,1.55175,3.1411936,7.929248468,0.221545734,55,1.81067908,1.500806403,283.5723093,6.437349428,0.006663649,4.859938682,101215.3369,321.420692,119.1221535,11.08706665,0.62842232,8.600000381,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.223922384,47.64759838,751,0,Chalk,loam,clay loam,#N/A,#N/A
2812,Annual,587386,305276,TRUE,-255.52335,0.5989872,0.8596827,0.860300969,1.3715043,1.0557404,38.33819155,0.889785993,38,1.897207012,1.540362808,283.5787211,7.787020949,0.00663748,4.995416681,100569.357,320.1354652,119.4123978,73.35398102,1.437948108,27.70000076,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,57.77626982,83.45251716,5001,0,Chalk,loam,clay loam,#N/A,#N/A
2847,Annual,434975,221835,TRUE,-2185.7224,-4.332535,0.24343523,0.220434411,5.6493154,3.4994876,7.093809934,0.707165319,58,1.906243151,1.451224596,283.6264749,7.847316624,0.006689821,3.574545563,100233.5766,322.4721584,120.2148839,125.6508789,2.104421139,33.59999847,22,41,37,1.399999976,29,37,34,1.350000024,184,0.02,8.09032223,81.7411386,51,0,Oolites,loam,clay loam,2,0
2848,Annual,646118,259734,TRUE,-129.34521,-2.7448378,0.80831504,0.875231127,4.7170806,1.4128653,0.488624865,0.159521638,57,1.566538879,1.6578373,284.2022524,6.899069073,0.006838895,5.430163629,101375.1897,321.5185439,125.0644542,1.99055469,1.25229001,0.200000048,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,122.3336414,190.9984502,2501,0,Crag,clay,clay,#N/A,#N/A
2865,Annual,390610,136320,TRUE,-150.68185,-3.333181,0.8158419,0.90660051,1.0815552,5.328507,82.74155303,0.58961414,1743,2.596933186,1.469132997,283.2827049,7.812595891,0.006690879,5.185630216,99087.94652,320.2768884,118.5405743,216.3614044,3.257191181,50.30000305,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,5.310664838,35.83764903,51,0,Chalk,loam,clay loam,#N/A,#N/A
2867,Annual,497021,448091,TRUE,-7.6313276,0.50018126,0.8662811,0.85396724,1.3376483,0.6565884,22.06660112,2.580325475,60,1.931380064,1.455045952,283.0414371,7.297097527,0.006493942,4.651148001,100760.526,319.5012069,119.618161,39.78593445,4.08155489,19.30000114,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,10.99084184,48.00311052,51,0,Chalk,loam,clay loam,#N/A,#N/A
2871,Multiannual,379765,304205,TRUE,-80.28746,-0.11826897,0.047494747,0.050516897,1.5600526,0.8279545,5.702416707,0.357776236,55,1.880777655,1.416610181,283.5037769,7.783296916,0.0066514,3.700262574,100366.2923,323.2742138,116.7766099,82.84914398,1.385446191,8.400001526,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.828480426,191.7359155,1001,0,Triassic Sandstone,sand,sand,0,0
2880,Annual,581500,154690,FALSE,-17052.996,-10.326786,0.20271029,0.239185245,11.386028,5.4487267,2.56430889,0.204112469,54,1.787623215,1.480595441,284.193285,7.604655088,0.0069504,3.618406313,100765.3512,322.0427928,124.4604224,56.31967926,2.193308115,13.70000076,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,14.96898461,704.1622614,251,0,Lower Greensand,loam,clay loam,2,0
2885,Annual,597318,293441,TRUE,-442.79272,-0.792573,0.7488364,0.776189228,2.6822388,1.5659618,6.034160233,0.482454834,45,1.735761233,1.5788609,283.8462322,7.787020949,0.006711895,5.042651616,100987.0144,321.0862986,120.9958976,38.8288269,0.536561847,8,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,68.71737641,82.34702031,5001,0,Chalk,loam,clay loam,#N/A,#N/A
2886,Annual,312812,99233,TRUE,-1.3660686,-0.007753015,0.6139139,0.572435182,0.9973944,1.9308634,13.26818375,0.372727703,1694,2.636473168,1.459621736,284.181695,7.064950844,0.007075847,3.985198092,100505.8378,325.2277009,124.8693463,78.43438721,4.481563568,13.09999847,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,4.974053656,200.2690538,51,0,Triassic Sandstone,loam,clay loam,#N/A,#N/A
2901,Annual,503595,344265,TRUE,0.17090577,0.081839085,0.6738055,0.644917172,1.0010175,0.14173698,5.026895964,1.534226247,58,1.730996715,1.467845486,283.6593259,7.961938764,0.006633773,3.761096484,101195.4145,322.3267834,119.1691893,20.29034424,0.991567373,2.899999619,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,6.267917412,264.8984142,751,0,Oolites,clay,clay,#N/A,#N/A
2910,Annual,565597,122641,FALSE,-82.30529,-0.98067534,0.7614045,0.813890297,1.4343021,2.9176953,8.883223054,0.436175104,59,2.520755747,1.514050235,284.1058037,6.103997887,0.007006109,4.229240217,100584.0042,321.5956733,127.1848039,50.8983078,6.705149174,3.599998474,9,77,14,1.600000024,17,67,16,1.480000019,330,0.003,0.897610948,81.94240931,501,0,Corallian Limestone,sandy loam,sandy loam,#N/A,#N/A
2915,Annual,499825,323385,FALSE,0.42545193,0.46945894,0.9210613,0.92421516,0.9089867,0.48331958,5.408964974,1.023635776,58,1.765936469,1.517972286,283.485662,8.170701117,0.006580834,4.462713054,100643.7242,321.4847886,119.4467903,54.84103394,3.82901907,0,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,3.079554009,50.64181696,101,0,Oolites,clay,clay,#N/A,#N/A
2919,Annual,586637,327012,TRUE,-68.686966,-0.2957375,0.6799134,0.61320284,2.244561,1.1659849,2.487677515,0.372957829,1617,1.894030665,1.496858918,283.6270974,7.787020949,0.006673021,4.324510273,100889.9016,320.6207103,120.6357714,45.20183563,1.66444242,6.099998474,11,80,9,1.570000052,19,72,9,1.480000019,550,0.015,61.0652638,39.61988717,1001,0,Chalk,sandy loam,sandy loam,#N/A,#N/A
2930,Annual,386440,176290,FALSE,-24.838581,0.037294447,0.6544357,0.567090765,0.5005435,0.25305268,28.81606204,2.872405226,53,2.219112813,1.465968925,283.6500503,7.812595891,0.006774754,4.472113271,100012.0137,322.7205262,119.0125094,119.2809677,1.55279839,12.80000305,48,23,29,1.25,45,26,29,1.25999999,184,0.02,1.521776483,196.5176042,51,0,Oolites,clay,clay,#N/A,#N/A
2938,Annual,418293,136088,TRUE,-0.3864745,0.49852097,0.93009275,0.934019985,1.1751451,1.464677,1.274541157,0.227151276,54,2.191894854,1.485369783,284.0229469,8.146276078,0.00688715,3.570627257,100609.2804,323.2827235,125.075903,61.99250412,1.708024144,4.799999237,19,37,44,1.409999967,0,0,0,0,550,0.015,11.66993355,141.0691645,51,0,Chalk,loam,,#N/A,#N/A
2945,Annual,552228,137037,FALSE,-1.6590943,0.07746142,0.73986584,0.71639725,1.5325392,0.2930278,4.480810454,1.684429251,58,2.121467693,1.462168622,284.1541379,8.545290384,0.006950116,3.472928068,100795.7758,321.9669736,124.7305037,54.90425873,0.161123633,16.5,19,45,36,1.419999957,27,39,34,1.360000014,50,0.00014,0.369610933,144.4230247,251,0,Corallian Limestone,loam,loam,#N/A,#N/A
2948,Annual,499911,444161,TRUE,-1.8824754,0.21053243,0.6235026,0.593992277,0.64568007,0.40337133,6.104580283,1.450787478,60,1.89594742,1.462148564,283.2307535,6.699781022,0.006549333,4.666355844,100882.4112,320.3702897,118.4758584,19.04374695,1.66729939,3.699999809,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,12.99765735,178.8855266,51,0,Chalk,loam,clay loam,#N/A,#N/A
2972,Multiannual,542202,126857,TRUE,-2229.1836,0.03881079,0.54924357,0.553045363,0.4385011,1.6367325,30.11982586,0.358273254,59,2.285377876,1.39931215,284.0541372,8.545290384,0.00693858,3.430603916,100578.4766,321.4521925,120.5469973,77.99575806,0.430284441,26.10000229,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,0.510123124,75.74136272,1,0,Corallian Limestone,sandy loam,sandy loam,#N/A,#N/A
2981,Annual,598956,285441,TRUE,-0.26556456,0.5185076,0.89207536,0.896953881,1.4446368,1.149959,0.876783131,0.390855794,58,1.747864181,1.530233629,283.9772875,8.134556528,0.006744829,4.260470427,101339.2402,321.5979546,121.0157872,19.75402451,0.859431386,2.100000381,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,72.09932238,56.64090788,5001,308.186554,Chalk,sand,loamy sand,#N/A,#N/A
2989,Multiannual,613164,154883,TRUE,-22.421904,0.6881869,0.74678993,0.722652582,0.94184035,1.172424,63.64269965,0.775208309,57,1.975301207,1.485058117,283.9646458,6.701862052,0.006937018,4.556163419,100184.5749,320.8342667,121.7722889,84.17585754,2.875423431,39.00000381,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,30.85227005,607.0753255,1001,0,Lower Greensand,sandy loam,sandy loam,#N/A,#N/A
2993,Multiannual,509406,444019,TRUE,-89.217255,-1.6160276,0.7358166,0.640914964,1.8191369,3.4704175,1.373374304,0.124021326,55,1.704600216,1.470266496,283.3225678,6.699781022,0.006591874,4.741732758,101083.4608,320.6816426,119.3097972,1.564101577,2.283691645,0.800000012,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,18.98668992,66.91318719,51,0,Chalk,loam,clay loam,#N/A,#N/A
3066,Annual,410345,302925,TRUE,-164.7307,-1.0392292,0.34241864,0.391136492,2.1395774,2.5580227,3.246893072,0.292573211,1826,2.005805033,1.41028525,283.3080227,7.60476465,0.006569781,3.624385344,100010.1453,321.9928911,116.2833333,106.453392,0.852436185,5.900001526,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,1.065374249,651.1656216,501,145.0207977,Triassic Sandstone,sand,loamy sand,#N/A,#N/A
3067,Annual,410345,302905,TRUE,-625.42474,-1.0966992,0.576163,0.610569572,2.5435925,2.3542025,3.489598136,0.215876378,1826,2.005805033,1.41028525,283.3080227,7.60476465,0.006569781,3.624385344,100010.1453,321.9928911,116.2833333,106.3433914,3.076170683,5.900001526,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,1.05232601,651.9742359,501,145.0207977,Triassic Sandstone,sand,loamy sand,#N/A,#N/A
3077,Annual,358934,524421,FALSE,-2693.9026,-20.507738,0.58589405,0.633912491,22.145355,4.9100246,0.34058022,0.139228468,1817,2.736746986,1.338441068,282.3147418,6.999397718,0.006195126,3.368979259,99672.22874,317.9197919,115.2075853,110.4740448,2.145484209,0,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,3.592158206,30.63494726,1,0,Carboniferous Limestone,sandy loam,sandy clay loam,#N/A,#N/A
3078,Annual,358929,524418,FALSE,-1734.763,-21.805685,0.7071595,0.583050324,23.51104,4.642813,0.32761668,0.177838579,1824,2.736746986,1.338441068,282.3147418,6.999397718,0.006195126,3.368979259,99672.22874,317.9197919,115.2075853,111.0536346,2.965365171,0,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,3.586336426,30.66033008,1,0,Carboniferous Limestone,sandy loam,sandy clay loam,#N/A,#N/A
3087,Multiannual,359390,369230,FALSE,-11342.239,-3.6937242,0.25110197,0.281932503,4.379665,4.169892,5.642516015,0.179180207,1402,2.250273823,1.444050568,283.2891665,6.877820409,0.00656402,4.427187191,100412.4033,322.6340687,115.9061747,76.55667877,5.275698662,5,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,7.138638787,305.0416448,1,0,Triassic Sandstone,sand,sand,#N/A,#N/A
