No,Wavelet transform,period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,train,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std
328,Multiannual,7.1,Rooks Farm,470625,399765,53.489853,-0.937017,Triassic Sandstone,sandy loam,sandy clay loam,1.595391895,1.440212324,282.9284097,7.688458873,0.006365644,4.702049378,101366.8277,321.1963691,112.3422808,,1974,2014,41,0.819178082,743,457,160,41,18.12195122,11.14634146,3.902439024,1.922891193,0.442563732,,2015,2019,5,0.24109589,56,54,20,5,11.2,10.8,4,2.200560392,0.227259348
334,Multiannual,7.1,Frilsham,453765,173045,51.453837,-1.227613,Chalk,clay,clay,1.958810152,1.417309157,283.1731094,8.220511404,0.006548068,3.6430255,100550.2367,320.4703987,119.0232835,,1992,2014,23,0.646575342,5380,250,86,23,233.9130435,10.86956522,3.739130435,1.184985291,0.52788492,,2015,2019,5,0.284931507,1547,58,20,5,309.4,11.6,4,1.272650982,0.266052766
341,Multiannual,7.1,Hensall,460046,422932,53.699368,-1.091986,Triassic Sandstone,loam,loam,1.647301498,1.429708198,282.8275812,7.197851421,0.006328573,4.671483116,101315.4851,320.8898048,112.1631458,,1981,2014,34,0.446575342,356,354,132,34,10.47058824,10.41176471,3.882352941,5.82609687,1.257631781,,2015,2019,5,0.243835616,57,57,20,5,11.4,11.4,4,4.923916701,0.221811285
343,Annual,1,Bradley Wood,443416,173940,51.46277,-1.376432,Chalk,sandy clay loam,clay loam,1.95808622,1.402698036,282.9552236,8.220511404,0.006491305,3.660940898,100105.8317,319.5876361,118.8733605,,1971,2014,44,1.073972603,4390,455,166,44,99.77272727,10.34090909,3.772727273,11.36327233,1.743398408,,2015,2019,5,0.550684932,1480,50,18,5,296,10,3.6,11.65235168,1.169848468
344,Annual,1,Flint Farm,598759,286938,52.444235,0.923082,Chalk,sand,loamy sand,1.72105898,1.455524844,283.2426857,7.966193337,0.006526973,4.279725733,101340.7347,320.0203436,117.4274756,,1999,2014,16,0.17260274,187,182,63,16,11.6875,11.375,3.9375,1.417810069,0.308053326,,2015,2019,5,0.706849315,40,40,18,5,8,8,3.6,1.39387424,0.257208087
352,Multiannual,7.1,Nor Hill,381095,299785,52.595518,-2.280517,Triassic Sandstone,sandy loam,sandy loam,1.85293517,1.378150481,282.9009097,7.724265635,0.006436186,3.917790313,100390.3127,321.6264789,113.0655322,,1973,2014,42,0.871232877,617,440,163,42,14.69047619,10.47619048,3.880952381,15.7045022,0.479626384,,2015,2019,5,0.309589041,47,38,18,5,9.4,7.6,3.6,15.68337044,0.403866554
357,Annual,1,Bishops Sutton,461048,132026,51.084309,-1.129802,Chalk,loam,,2.31859483,1.382612339,283.2259369,8.220511404,0.006599547,3.518471239,100504.2502,319.78325,118.8650375,,1981,2014,34,0.676712329,704,371,130,34,20.70588235,10.91176471,3.823529412,3.597710434,0.639056173,,2015,2019,5,0.02739726,1650,60,20,5,330,12,4,3.826574283,0.428336315
365,Annual,1,Kirkby Wetlands 1,522055,361935,53.140583,-0.176762,Oolites,loamy sand,sandy clay loam,1.638920598,1.459540492,282.9843992,6.992700368,0.006413583,4.858782585,101197.4135,320.5565064,113.954785,,1999,2014,16,0.361643836,212,170,64,16,13.25,10.625,4,0.947089373,0.132594826,,2015,2019,5,0.180821918,56,56,20,5,11.2,11.2,4,0.861058376,0.1483704
366,Annual,1,Kirkby Wetlands 2,522135,361785,53.139217,-0.175624,Oolites,loamy sand,sandy clay loam,1.650452455,1.46258179,282.9727628,6.992700368,0.006411263,4.863395106,101175.2188,320.4858569,114.3536224,,1999,2014,16,0.361643836,216,171,64,16,13.5,10.6875,4,1.032255671,0.142779872,,2015,2019,5,0.252054795,54,54,20,5,10.8,10.8,4,0.956653819,0.163127442
367,Annual,1,Kirkby Moor Farm,522355,362345,53.144198,-0.172123,Oolites,loamy sand,sandy clay loam,1.662480855,1.457442251,282.936894,6.992700368,0.006401805,4.865492196,101110.388,320.3220339,114.0958759,,1999,2014,16,0.361643836,217,172,64,16,13.5625,10.75,4,4.242939117,0.173598562,,2015,2019,5,0.180821918,62,57,20,5,12.4,11.4,4,4.38409119,0.202083837
369,Annual,1,Moor Farm 1,522305,363505,53.154631,-0.172428,Oolites,sandy loam,sandy clay loam,1.665701424,1.453534725,282.9289793,6.992700368,0.006399934,4.867585353,101102.6399,320.2900438,113.7366985,,1999,2014,16,0.361643836,212,169,64,16,13.25,10.5625,4,0.681902977,0.180942339,,2015,2019,5,0.180821918,57,57,20,5,11.4,11.4,4,0.817382951,0.206497563
372,Annual,1,Swaffham Prior,556267,263365,52.246275,0.287521,Chalk,loamy sand,sandy loam,1.505517655,1.432650439,283.356519,7.940990308,0.006529244,3.993963402,101352.3745,320.9446184,114.3938269,,1999,2014,16,0.257534247,175,174,63,16,10.9375,10.875,3.9375,12.52987838,0.427268557,,2015,2019,5,0.273972603,52,52,20,5,10.4,10.4,4,12.7039509,0.347158585
375,Annual,1,Littlecote Park Farm,430060,169400,51.422814,-1.569062,Chalk,loam,clay loam,2.142057635,1.441028941,282.7398999,7.947018429,0.006441385,4.439492755,99603.29292,318.696621,119.1414708,,1973,2014,42,0.753424658,467,450,164,42,11.11904762,10.71428571,3.904761905,58.33185423,0.396067464,,2015,2019,5,0.224657534,57,57,20,5,11.4,11.4,4,58.42969937,0.304918438
382,Decadal,10.7,Lyndhurst,430800,107988,50.870575,-1.563655,Chalk,sand,sand,2.449329434,1.458776085,283.5864936,7.384454044,0.006731169,4.26583014,101055.6376,321.291735,120.9300688,,1999,2014,16,0.37260274,2809,177,63,16,175.5625,11.0625,3.9375,3.389280313,0.582863434,,2015,2019,5,0.435616438,1424,53,19,5,284.8,10.6,3.8,3.483430832,0.440987063
385,Annual,1,Horseclose Copse,434544,172256,51.448238,-1.504298,Chalk,sandy clay loam,clay loam,2.066012343,1.443556356,282.7440001,7.947018429,0.00643736,4.433721043,99627.80128,318.7013278,119.2653596,,1980,2014,35,1.01369863,4348,393,135,35,124.2285714,11.22857143,3.857142857,32.93442901,2.310166712,,2015,2019,5,0.304109589,1637,56,19,5,327.4,11.2,3.8,33.56256392,1.564615962
394,Annual,1,Myton Roundhill,445373,466558,54.092919,-1.307761,Triassic Sandstone,sand,sand,1.711643231,1.408479622,282.6222265,7.343361654,0.006254707,4.614044982,100984.4751,320.0447645,111.1949644,,1980,2014,35,0.421917808,407,396,137,35,11.62857143,11.31428571,3.914285714,4.442869222,0.390590315,,2015,2019,5,0.57260274,49,44,18,5,9.8,8.8,3.6,4.248732432,0.305949611
395,Annual,1,Holly Farm Upton,638320,313500,52.66677,1.523146,Crag,silty clay loam,sandy clay loam,1.710970346,1.490315516,283.1852689,6.523908308,0.006586486,5.425812309,101350.1477,319.5962297,119.0156825,,1996,2014,19,0.684931507,203,201,72,19,10.68421053,10.57894737,3.789473684,0.381302494,0.137951441,,2015,2019,5,0.191780822,57,57,20,5,11.4,11.4,4,0.32073556,0.129349772
397,Annual,1,Knights Enham,436155,148055,51.230539,-1.483567,Chalk,loam,,2.143867464,1.408395988,283.180785,8.220511404,0.006578812,3.614442203,100454.1232,320.261146,120.0300017,,1971,2014,44,1.136986301,479,460,167,43,11.13953488,10.69767442,3.88372093,10.31642775,1.128171555,,2015,2019,5,0.109589041,60,60,20,5,12,12,4,10.72354292,0.786243159
404,Annual,1,Upton Green,639430,313860,52.669512,1.539789,Crag,clay,clay,1.713207108,1.457018189,283.1998984,6.523908308,0.006592378,4.678553659,101380.8707,319.6564789,119.5049679,,1996,2014,19,0.684931507,201,200,73,19,10.57894737,10.52631579,3.842105263,0.499238362,0.42749488,,2015,2019,5,0.191780822,52,52,20,5,10.4,10.4,4,0.302827149,0.391454342
408,Annual,1,Amwell 5,537980,212960,51.798266,-0.000452,Chalk,clay,clay,1.676365491,1.445782397,283.3579391,7.768495066,0.006554485,3.789411759,101055.3029,320.6931133,118.0477954,,2003,2014,12,0.939726027,131,130,45,12,10.91666667,10.83333333,3.75,13.20265688,0.175824645,,2015,2019,5,0.602739726,39,39,19,5,7.8,7.8,3.8,13.32959953,0.301500085
409,Annual,1,Stock Lane,423870,173807,51.462732,-1.657788,Chalk,loam,clay loam,2.252280846,1.427702763,282.4452299,7.947018429,0.006359068,4.464421766,99025.98375,317.4634783,119.4574099,,1971,2014,44,1.073972603,442,428,160,44,10.04545455,9.727272727,3.636363636,88.39353513,4.661549807,,2015,2019,5,0.131506849,60,60,20,5,12,12,4,89.2038745,3.77623247
421,Multiannual,7.1,Lowgate Balne,459149,418024,53.655362,-1.106504,Triassic Sandstone,clay,clay,1.638294119,1.432731037,282.8480396,7.197851421,0.006334865,4.670799377,101327.0053,320.9858861,112.2752254,,1977,2014,38,0.630136986,401,392,148,38,10.55263158,10.31578947,3.894736842,4.751110078,0.538532584,,2015,2019,5,0.243835616,58,58,20,5,11.6,11.6,4,4.271028386,0.237490847
425,Multiannual,7.1,Harcourt,355695,325825,52.828108,-2.658992,Permian Sandstone,sand,sand,1.894422013,1.396636555,282.8404549,7.456531633,0.006423043,3.962570014,100380.572,321.634294,115.5212876,,1994,2014,21,0.536986301,7161,240,81,21,341,11.42857143,3.857142857,11.3291704,0.276284131,,2015,2018,4,0.101369863,1322,45,15,4,330.5,11.25,3.75,11.20849186,0.128761302
445,Multiannual,7.1,Halstead,548828,161628,51.334268,0.135029,Chalk,loam,clay loam,2.166188685,1.397029745,282.7684871,8.253918987,0.006459727,4.432031513,99618.25474,317.1451292,115.0749921,,1993,2014,22,0.454794521,1174,216,83,22,53.36363636,9.818181818,3.772727273,51.24772051,1.007921208,,2015,2019,5,0.512328767,1639,55,19,5,327.8,11,3.8,50.91488399,0.788940615
447,Decadal,14.2,Compton House,373595,228665,51.955832,-2.385642,Triassic Sandstone,loam,loam,1.981289155,1.476165445,283.1577012,7.367098251,0.006566291,4.700272585,100576.4163,322.1927174,119.1640694,,1976,2014,39,1.153424658,531,412,144,39,13.61538462,10.56410256,3.692307692,23.17570704,0.612464991,,2015,2019,5,0.202739726,51,46,20,5,10.2,9.2,4,23.15288661,0.517854088
460,Annual,1,Thurlow Road,564223,251597,52.138255,0.398251,Chalk,clay,clay,1.723973269,1.45855311,282.806737,7.940990308,0.00638489,4.745861691,100144.4467,318.1024184,114.9276518,,1999,2014,16,1.432876712,164,162,58,15,10.93333333,10.8,3.866666667,46.07771697,0.291785795,,2015,2019,5,0.339726027,49,49,20,5,9.8,9.8,4,46.04694793,0.267053742
467,Annual,1,Rockley,416534,171759,51.444578,-1.76348,Chalk,loam,clay loam,2.227328412,1.386506289,282.6980661,7.947018429,0.006436732,3.725578798,99518.24659,318.7129449,118.624338,,1971,2014,44,1.167123288,7001,513,172,44,159.1136364,11.65909091,3.909090909,11.19883842,4.109168882,,2015,2019,5,0.008219178,1819,60,20,5,363.8,12,4,12.34612558,3.749027793
473,Decadal,42.7,Lingham Lane,439486,472957,54.15091,-1.39693,Triassic Sandstone,loamy sand,sandy loam,1.752559282,1.410062263,282.5941799,7.343361654,0.006241383,4.58811603,100958.6201,319.9723519,111.4775252,,1976,2014,39,0.895890411,433,429,150,39,11.1025641,11,3.846153846,3.191574345,0.383183984,,2015,2019,5,0.471232877,43,40,19,5,8.6,8,3.8,3.012646905,0.274389435
476,Multiannual,7.1,Wapseys Wood,497340,188104,51.583392,-0.596496,Chalk,loam,loam,1.928632418,1.389710662,283.1188433,8.020335061,0.006508282,3.658064032,100475.6437,319.8120231,115.4441182,,1988,2014,27,1.032876712,1056,276,100,27,39.11111111,10.22222222,3.703703704,33.91722196,1.772923445,,2015,2019,5,0.290410959,949,45,20,5,189.8,9,4,35.81115512,1.064619324
479,Annual,1,Cambridge Road,553847,248319,52.111791,0.245284,Chalk,sandy loam,sandy loam,1.541760637,1.424208269,283.277621,7.940990308,0.006512062,3.938520881,101087.7246,320.4642306,114.4323809,,1999,2014,16,0.17260274,1034,181,63,16,64.625,11.3125,3.9375,5.629680767,1.401939259,,2015,2019,5,0.279452055,998,53,20,5,199.6,10.6,4,6.3296883,1.125224795
480,Annual,1,Chidden Farm,465785,117755,50.955476,-1.064766,Chalk,loam,clay loam,2.451204232,1.396397204,283.1692756,6.127476916,0.006599999,3.462968048,100297.864,319.0929861,121.4365948,,1971,2014,44,0.265753425,572,508,176,44,13,11.54545455,4,28.45969962,6.436350136,,2015,2019,5,0.112328767,60,60,20,5,12,12,4,28.90375323,5.674127647
481,Annual,1.9,Brick House Farm,446427,441784,53.870182,-1.295414,Magnesian Limestone,loam,loam,1.816316301,1.405719176,282.5382854,7.197851421,0.006239665,4.625203357,100841.1638,319.6819569,111.5618668,,1979,2014,36,1.24109589,407,392,133,36,11.30555556,10.88888889,3.694444444,41.40773121,1.386880745,,2015,2019,5,0.276712329,54,54,20,5,10.8,10.8,4,41.17613735,1.46999096
490,Annual,1,Lower Wield Farm,463605,140495,51.160175,-1.091809,Chalk,loam,loam,2.339904404,1.395696957,282.8073233,8.220511404,0.006472113,4.293769985,99687.44474,317.9461368,116.2066572,,1971,2014,44,0.569863014,656,504,173,44,14.90909091,11.45454545,3.931818182,62.71783631,1.614169687,,2015,2017,3,0.178082192,32,32,11,3,10.66666667,10.66666667,3.666666667,61.4831793,1.177055674
494,Annual,1,Freckenham Road,567377,272459,52.324693,0.454611,Chalk,sand,loamy sand,1.526423498,1.443611197,283.3436111,7.940990308,0.00652933,4.068221543,101388.7886,320.8009019,115.3838117,,1999,2014,16,0.2,184,183,63,16,11.5,11.4375,3.9375,6.676467351,0.444085552,,2015,2019,5,0.347945205,48,48,20,5,9.6,9.6,4,7.12062496,0.431714876
498,Annual,1.8,Victoria road,328085,408245,53.565855,-3.087294,Triassic Sandstone,loamy sand,loamy sand,2.244196945,1.453368524,283.0166398,6.852420073,0.0064289,5.408254638,101060.7238,322.8392353,110.7818417,,1999,2014,16,0.106849315,5523,187,63,16,345.1875,11.6875,3.9375,7.334575256,0.277558232,,2015,2019,5,0.345205479,1640,56,19,5,328,11.2,3.8,7.804684392,0.255634497
503,Decadal,21.3,Thornwood common,546317,205512,51.72923,0.117229,Chalk,clay,clay,1.712473894,1.466390839,283.0794826,7.991563422,0.006487087,4.548002362,100453.0446,319.1538732,116.5708281,,1998,2014,17,0.287671233,194,189,67,17,11.41176471,11.11764706,3.941176471,69.72285583,0.405325991,,2015,2019,5,0.454794521,52,52,19,5,10.4,10.4,3.8,69.69063934,0.283165486
504,Annual,1,Sunnyside Over Wallop,428255,139755,51.156352,-1.597357,Chalk,loam,,2.165965936,1.403545673,283.2059504,7.947018429,0.006597175,3.611902123,100420.3073,320.2985429,119.896836,,1971,2014,44,0.542465753,518,492,174,44,11.77272727,11.18181818,3.954545455,16.10441525,2.89491948,,2015,2019,5,0.175342466,57,57,20,5,11.4,11.4,4,17.00648394,2.318789484
510,Multiannual,7.1,Ellerholme Farm,469875,403405,53.522665,-0.947509,Triassic Sandstone,sandy loam,sandy clay loam,1.616242052,1.444813013,282.929942,7.308882087,0.006364927,4.700671208,101328.6019,321.2236782,112.6601244,,1980,2014,35,0.630136986,383,375,134,35,10.94285714,10.71428571,3.828571429,2.77979634,0.536131668,,2015,2019,5,0.145205479,60,58,20,5,12,11.6,4,2.70198433,0.189720848
514,Annual,1,Hill Farm Cottage,397915,193005,51.635842,-2.031516,Oolites,clay,clay,2.165102787,1.45310631,283.04972,7.367098251,0.006536554,4.581419418,100209.7145,320.9777362,118.0796392,,1975,2014,40,1.424657534,486,423,151,39,12.46153846,10.84615385,3.871794872,6.171184606,2.390581521,,2015,2019,5,0.161643836,58,58,20,5,11.6,11.6,4,6.333509,2.568142827
522,Annual,1,Malthouse,447653,182373,51.538249,-1.314311,Chalk,loam,,2.034651259,1.45687525,282.7833876,7.708993464,0.006433862,4.429313637,99747.32747,318.8793245,119.5237568,,1975,2014,40,1.353424658,1615,403,146,39,41.41025641,10.33333333,3.743589744,14.17119959,4.579618536,,2015,2019,5,0.112328767,254,58,20,5,50.8,11.6,4,15.22189435,3.249138686
533,Annual,1,Chapel Farm,444535,175915,51.48044,-1.360078,Chalk,sandy clay loam,clay loam,1.976574316,1.455376722,282.8761908,8.220511404,0.006466942,4.418936118,99955.70425,319.2365784,119.3519209,,1973,2014,42,0.679452055,5962,436,157,42,141.952381,10.38095238,3.738095238,9.891854691,4.248624597,,2015,2019,5,0.019178082,1816,60,20,5,363.2,12,4,11.3393572,2.895292677
535,Annual,1,Northfield Farm,439205,176585,51.486858,-1.436751,Chalk,sandy clay loam,clay loam,2.011350874,1.380261529,282.7851887,8.220511404,0.006443155,4.43138839,99774.52753,318.8972929,112.4604192,,1973,2014,42,2.460273973,5849,454,154,41,142.6585366,11.07317073,3.756097561,3.442037667,1.692715163,,2015,2019,5,0.010958904,1787,60,20,5,357.4,12,4,3.96700269,1.224170198
540,Annual,1.1,Amwell 8,537310,213570,51.803912,-0.00992,Chalk,clay,clay,1.676365491,1.445782397,283.3579391,7.768495066,0.006554485,3.789411759,101055.3029,320.6931133,118.0477954,,2003,2014,12,0.939726027,130,129,45,12,10.83333333,10.75,3.75,14.96338692,0.182590174,,2015,2019,5,0.336986301,39,39,20,5,7.8,7.8,4,15.02954076,0.167406249
546,Multiannual,7.1,Alverstone,457443,85007,50.661909,-1.188635,Lower Greensand,sandy loam,sandy loam,2.266249014,1.393405434,283.7029039,6.127476916,0.006789662,3.360832343,101298.5846,320.8084331,121.7110709,,1978,2014,37,0.180821918,1416,435,148,37,38.27027027,11.75675676,4,16.65879691,1.050348101,,2015,2019,5,0,1826,60,20,5,365.2,12,4,17.2956701,0.685227378
548,Annual,1,Sneads Green House,386235,267845,52.308536,-2.203308,Triassic Sandstone,loam,clay loam,1.791317461,1.41537935,283.2099965,7.636595673,0.006539916,3.910413892,100864.1428,322.7679901,115.797054,,1978,2014,37,0.405479452,503,406,144,37,13.59459459,10.97297297,3.891891892,2.220740581,0.611264264,,2015,2019,5,0.156164384,57,48,20,5,11.4,9.6,4,2.718306763,0.557330068
564,Annual,1,Folly Barn,420365,178835,51.508077,-1.707952,Chalk,sandy clay loam,clay loam,2.149751727,1.413003985,282.5465681,7.673734289,0.006386257,4.483080207,99178.34848,318.0708677,117.1232953,,1973,2014,42,1.071232877,420,401,155,42,10,9.547619048,3.69047619,40.61346877,4.540398533,,2015,2019,5,0.131506849,60,60,20,5,12,12,4,42.90796877,5.487883469
569,Annual,1,Winterbourne Manor,444488,171762,51.443105,-1.361276,Chalk,sandy clay loam,clay loam,1.962578309,1.420346868,282.9386211,8.220511404,0.006487708,3.654251674,100064.0483,319.4579791,120.4601388,,1972,2014,43,0.635616438,1547,468,166,43,35.97674419,10.88372093,3.860465116,43.63850954,0.852699508,,2015,2019,5,0.257534247,55,55,20,5,11,11,4,43.63080655,0.585203052
581,Annual,1,West Acre,397799,105402,50.848131,-2.032626,Lower Greensand,sandy clay loam,clay loam,2.361056197,1.426882032,283.5973923,7.594616927,0.006752284,3.624802141,101013.9921,321.7446608,122.5608105,,1991,2014,24,0.219178082,282,273,95,24,11.75,11.375,3.958333333,5.203465054,0.597777742,,2015,2019,5,0.123287671,55,53,20,5,11,10.6,4,5.536514055,0.555944465
585,Annual,1,Stewarts Farm,551984,201580,51.692396,0.197508,Chalk,clay,clay,1.705963153,1.46652465,283.1856195,7.991563422,0.006523064,4.552673585,100644.0549,319.5430054,116.2617374,,1998,2014,17,0.22739726,184,182,65,17,10.82352941,10.70588235,3.823529412,47.15503075,1.487050435,,2015,2019,5,0.194520548,55,55,20,5,11,11,4,46.61560288,1.83020483
593,Annual,1,Ampney Knowle,407606,204211,51.736551,-1.891249,Oolites,loam,clay loam,2.15207666,1.446119554,282.8404068,7.673734289,0.006461427,4.564081446,99882.43207,320.0431267,117.8328354,,1999,2014,16,0.323287671,163,161,61,16,10.1875,10.0625,3.8125,22.87724114,2.419360022,,2015,2019,5,0.156164384,60,59,20,5,12,11.8,4,23.02616343,2.405703616
594,Decadal,42.7,Holmewood Grange,465405,405705,53.543909,-1.014441,Triassic Sandstone,clay,clay,1.591164321,1.439105105,282.8949454,7.197851421,0.006353099,4.687687544,101335.815,321.1167198,112.4844689,,1971,2014,44,1.547945205,442,431,160,44,10.04545455,9.795454545,3.636363636,2.781008605,0.860443677,,2015,2019,5,0.208219178,57,55,20,5,11.4,11,4,2.422639152,0.23377718
595,Multiannual,4.3,Marshalls Quarry,465815,407825,53.562911,-1.007809,Triassic Sandstone,sand,sand,1.615587729,1.437491322,282.8741181,7.197851421,0.006347159,4.688470783,101308.4548,321.0205348,112.489549,,1977,2014,38,0.690410959,404,392,143,38,10.63157895,10.31578947,3.763157895,12.81902394,0.623703911,,2015,2019,5,0.164383562,59,57,20,5,11.8,11.4,4,13.22457185,0.449908989
598,Multiannual,7.1,Tetchill,338865,332555,52.886949,-2.910011,Triassic Sandstone,sand,sand,2.015996099,1.37862789,282.7294928,7.456531633,0.006404345,4.008942252,100168.9788,321.1753802,114.7577787,,1994,2014,21,0.216438356,7320,246,83,21,348.5714286,11.71428571,3.952380952,8.584394079,0.501235926,,2015,2019,5,0.290410959,1527,53,19,5,305.4,10.6,3.8,8.902732723,0.262066037
608,Annual,1,Bailiffs Cottage,456404,154793,51.289482,-1.192528,Chalk,sandy clay loam,clay loam,2.23284607,1.404493465,282.7375139,8.220511404,0.006440485,4.344403152,99594.43443,318.0072747,116.6351839,,1971,2014,44,1.452054795,2554,423,152,41,62.29268293,10.31707317,3.707317073,75.40263142,3.147701213,,2015,2019,5,0.22739726,1545,55,20,5,309,11,4,76.61856435,2.257651715
609,Annual,1,Upper Up,404385,197035,51.672065,-1.937981,Oolites,loam,loam,2.075743653,1.40646863,283.0625532,7.673734289,0.006531302,3.808359806,100292.7305,321.0208765,117.7477967,,2003,2014,12,0.77260274,3371,127,45,12,280.9166667,10.58333333,3.75,1.384255101,0.124298537,,2015,2019,5,0.246575342,1734,58,20,5,346.8,11.6,4,1.385146089,0.12623394
610,Annual,1,Nafferton,504962,461228,54.036348,-0.398808,Chalk,sandy clay loam,clay loam,1.887071324,1.409013952,282.1866369,6.532711498,0.006212024,4.926687884,99956.17296,317.2651331,115.8075701,,1971,2014,44,2.18630137,9246,490,165,43,215.0232558,11.39534884,3.837209302,59.48173893,1.962304096,,2015,2019,5,0.02739726,1808,60,20,5,361.6,12,4,59.5152325,1.941537962
