No,Wavelet transform,Period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,Corr
2406,Annual,1,Ringlemear Farm Thanet,629257,157387,51.269491,1.285174,Lower Greensand,loam,clay loam,1.734008757,1.518735805,284.4419326,6.701862052,0.007102056,4.688751772,101126.7622,323.0597858,122.958002,8.851601601,1.887846112,2.199999809,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,44.77227983,155.9336376,1001,0,,2015,2019,5,0.282191781,1723,58,20,5,344.6,11.6,4,3.529626737,0.691018265,0.860594653
2412,Annual,1,Adisham,622449,153435,51.236706,1.185287,Lower Greensand,sandy loam,sandy loam,2.078587074,1.49453006,284.2401607,6.701862052,0.007043119,4.615885814,100722.4624,322.1491754,121.9657265,40.40492249,1.7630409,0,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,36.99209255,154.3460812,1001,0,,2015,2019,5,0.167123288,60,59,20,5,12,11.8,4,18.26508916,0.952732022,0.909607928
2415,Annual,1,Tolmare Farm,510645,108545,50.86583,-0.429076,Chalk,clay,clay,2.335761228,1.525947387,284.0259531,6.292935412,0.006937588,4.134944039,100478.2449,321.2736923,128.2444478,62.84619522,2.523160219,0,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,17.27214023,671.507068,1001,0,,2015,2019,5,0.205479452,57,55,20,5,11.4,11,4,55.67198469,3.693798951,0.861485477
2416,Annual,1,Olantigh Towers,605910,148350,51.197247,0.945792,Chalk,loam,clay loam,1.971412926,1.474152798,284.3265125,7.604655088,0.007053288,3.725520054,100981.3053,322.6006856,124.6856716,39.77409363,8.804780006,8,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,21.1144022,143.0204769,1001,0,,2015,2019,5,0.167123288,57,57,20,5,11.4,11.4,4,11.48549714,0.523860295,0.858338506
2425,Annual,1,Harby,486955,370505,53.224474,-0.698991,Triassic Sandstone,clay,clay,1.785925512,1.499341684,283.6328916,7.722836944,0.006624415,4.482969088,101311.7755,322.5534773,117.6939887,5.910390854,0.971729517,0,51,17,32,1.220000029,52,19,29,1.230000019,20,0.0015,12.27407049,92.64076945,751,0,,2015,2019,5,0.167123288,57,57,20,5,11.4,11.4,4,1.577232959,0.144187474,0.578027788
2434,Annual,1,Smeetham Hall Cottage,584656,241072,52.037289,0.69079,Chalk,clay,clay,1.470591453,1.487195783,283.9904777,8.134556528,0.006741097,3.947420493,101007.6603,321.501104,118.150407,54.9127388,0.755642474,18.09999847,48,23,29,1.25,45,26,29,1.25999999,550,0.015,67.1159876,266.1974288,1001,0,,2016,2019,4,0.298630137,42,32,16,4,10.5,8,4,28.74666737,0.519742995,0.915666526
2439,Decadal,43,Duckington Grange,348702,351874,53.061626,-2.766901,Permian Sandstone,sand,sand,1.848466591,1.426593263,283.3456796,6.877820409,0.006603818,4.494772809,100371.1365,322.9361614,114.4845476,87.85719299,3.542562485,15.5,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.190339373,70.06829293,1,0,,2015,2019,5,0.282191781,50,47,19,5,10,9.4,3.8,27.98839299,0.547746803,0.824514136
2447,Annual,1,Frost Hill Overton,451475,152505,51.269376,-1.263533,Chalk,loam,,2.063307773,1.498327787,283.5965496,8.427272862,0.00672675,4.248055051,99856.70556,320.9836468,122.7057822,132.3821716,4.903529167,13.50000763,19,37,44,1.409999967,0,0,0,0,550,0.015,33.04370666,99.47861551,1,0,,2015,2019,5,0.106849315,62,60,20,5,12.4,12,4,43.32394579,1.454842331,0.896510154
2449,Annual,1,Balls Cottage,439655,144355,51.197039,-1.433851,Chalk,sandy clay loam,clay loam,2.0347207,1.488257876,283.9090361,8.427272862,0.006832837,3.51454973,100456.572,322.5242802,125.356601,76.08072662,6.074844837,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,34.35400958,528.5146411,1,49.49323654,,2015,2019,5,0.153424658,58,58,20,5,11.6,11.6,4,21.04124386,0.635754839,0.860400491
2462,Multiannual,6,Seaview Lodge,621480,164660,51.33786,1.178384,Chalk,loam,clay loam,1.548083241,1.549627921,284.3852488,6.701862052,0.007039397,4.658028786,101046.4419,322.7229389,124.1655046,17.09158325,1.925553441,6.900000572,22,41,37,1.399999976,29,37,34,1.350000024,520,0.005,43.66250002,449.2103413,1001,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,4.686316501,0.445406442,0.979845289
2472,Annual,1,Warningcamp,504025,107065,50.853754,-0.523534,Chalk,sandy clay loam,clay loam,2.188554215,1.405861905,284.4270056,6.336254195,0.007052152,3.379873692,101321.9514,323.2113948,119.9516404,30.60821915,2.417862892,20.5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,16.8893196,545.5186157,1001,100010.9375,,2015,2019,5,0.183561644,59,57,20,5,11.8,11.4,4,29.81465983,0.657841263,0.713216386
2474,Multiannual,7,Mustard Pot Hall,614729,275194,52.332779,1.150169,Crag,loam,clay loam,1.591621028,1.601063402,283.90575,7.481927803,0.006730906,5.137959659,101060.65,320.8477163,122.5097569,41.40130234,0.732029974,10.40000153,19,37,44,1.409999967,31,31,38,1.330000043,400,0.075,90.24476819,78.5879949,1001,0,,2017,2019,3,0.282191781,26,26,12,3,8.666666667,8.666666667,4,12.36091772,0.543326512,0.900607639
2516,Annual,1,Brickhouse Farm,568828,123806,50.988894,0.404134,Corallian Limestone,sandy loam,sandy loam,2.42343921,1.379867235,284.1920552,6.103997887,0.007034462,3.484750523,100757.1846,322.0074978,118.9094445,55.34319305,3.32689476,28.20000076,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,1.915872245,79.54919143,501,0,,2015,2019,5,0.150684932,58,57,20,5,11.6,11.4,4,34.07750339,0.488883711,0.872133161
2521,Annual,1,Boughton Lees,602363,147261,51.188733,0.894481,Chalk,sandy loam,sandy loam,1.915553122,1.4711522,284.1120909,7.604655088,0.006986828,3.704051459,100549.3796,321.592273,125.3699993,68.67167664,3.543687344,19.5,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,17.91783107,434.283918,1001,0,,2015,2019,5,0.167123288,59,59,20,5,11.8,11.8,4,2.696591894,0.663640123,0.861958063
2522,Multiannual,7,Hopton,359315,326625,52.835586,-2.605369,Triassic Sandstone,sand,sand,1.959145675,1.471550352,283.3421658,7.561281574,0.006609825,4.496150464,100180.8188,322.7639068,118.6174406,93.21994019,2.766451597,7.700004578,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,0.402299116,61.12887246,1001,364.6697693,,2015,2019,5,0.115068493,1625,56,19,5,325,11.2,3.8,18.16935955,0.832363051,0.801586857
2537,Annual,1,Folkington Old Rectory,555918,103838,50.813108,0.211822,Chalk,clay,clay,2.27743702,1.448247703,283.838339,6.103997887,0.006975581,4.167106168,100037.4862,320.2106945,124.9833588,65.87890625,3.786423683,48.5,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,5.036712948,573.4388844,1,0,,2015,2019,5,0.249315068,54,53,20,5,10.8,10.6,4,30.85927662,2.878782512,0.846082877
2542,Annual,1,Brewery Cottages,464515,169575,51.42152,-1.073553,Chalk,sandy loam,sandy loam,1.795071194,1.433072579,284.046838,8.427272862,0.006835122,3.484029347,100838.5056,323.1887367,118.4414861,47.17560196,1.569186568,2.400001526,11,80,9,1.570000052,19,72,9,1.480000019,100,0.005,11.91271902,614.6612939,51,0,,2015,2019,5,0.169863014,56,55,20,5,11.2,11,4,6.269173389,0.674336787,0.7271475
2553,Annual,1,Ditchling Road,531495,107640,50.853335,-0.133273,Chalk,loam,loam,2.179956186,1.454933277,283.8156671,6.292935412,0.006906557,4.141263408,100047.0146,320.1441933,124.1899041,133.7196045,6.923110962,61.00000763,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,11.90576275,3094.838462,1,0,,2015,2019,5,0.38630137,1256,49,20,5,251.2,9.8,4,73.69276245,0.891961344,0.884732422
2570,Annual,1,Barnsley Park,408210,206030,51.752898,-1.88246,Oolites,loam,clay loam,2.13789704,1.493000909,283.4693304,7.806790904,0.006677936,4.396951652,99768.23287,321.9472607,120.7608915,145.8517456,0.843259215,13.8999939,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,0.220453616,49.3459804,51,0,,2015,2019,5,0.128767123,61,60,20,5,12.2,12,4,28.06371281,6.802000868,0.935684555
2608,Annual,1,Damgate Lane 1,640913,309568,52.630346,1.558546,Crag,clay,clay,1.688773275,1.619110138,283.9503611,6.690909165,0.006808363,5.664456283,101333.691,321.11402,124.6777841,0.210019529,0.078775592,0.899999976,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,111.3898517,114.6053244,1001,0,,2015,2019,5,0.191780822,56,56,20,5,11.2,11.2,4,0.273590958,0.135441455,0.921168729
2610,Multiannual,7,Beckton,545020,182100,51.519204,0.088777,Chalk,clay,clay,1.534063529,1.476310489,284.3885751,8.170865377,0.006912333,3.554035519,101484.4268,323.5991092,120.0604756,3.911535263,0.597245097,2.500000238,58,8,34,1.190000057,57,11,32,1.200000048,520,0.005,3.014670533,7875.84543,1001,0,,2015,2019,5,0.326027397,49,49,20,5,9.8,9.8,4,4.505616896,0.323298803,0.289300016
2615,Annual,1,Birkholme South,497175,323195,52.797565,-0.56018,Oolites,clay,clay,1.777108428,1.480952553,283.3560656,8.170701117,0.006544113,4.455369758,100381.1171,320.9079661,116.5434551,79.3913269,2.942554474,4,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,5.430111095,50.0605096,101,0,,2015,2019,5,0.167123288,56,56,20,5,11.2,11.2,4,11.14346976,1.399154993,0.687385066
2617,Annual,1,Clayton Clarts,521435,405615,53.533149,-0.169295,Chalk,loam,clay loam,1.829025192,1.441987709,283.3938678,6.699781022,0.006604438,3.997891999,100875.0071,320.9181286,118.9301395,17.49277306,1.922569513,4.300000191,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,9.630439153,473.7412576,1001,0,,2015,2019,5,0.328767123,56,56,19,5,11.2,11.2,3.8,3.93152306,1.834832673,0.755405992
2618,Annual,1,Barrow Cross Roads,506085,419395,53.660278,-0.396101,Chalk,loam,,1.878148958,1.458764503,283.2857324,6.699781022,0.00656076,4.665876653,100769.7153,320.614995,116.71934,28.68109703,10.05873203,13.80000019,19,37,44,1.409999967,0,0,0,0,550,0.015,9.455166744,200.0935857,1001,0,,2015,2019,5,0.167123288,56,56,20,5,11.2,11.2,4,24.44306132,1.348364644,0.778277425
2629,Annual,2,Old Lodge,606405,334345,52.866971,1.065058,Chalk,loam,loam,1.873055864,1.493807214,283.541516,7.324315532,0.006684122,4.584748166,100772.6601,320.0114172,120.8953486,57.50976563,0.338197231,27.70000076,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,76.54432901,58.92325495,5001,0,,2015,2019,5,0.284931507,1717,58,20,5,343.4,11.6,4,28.51127615,0.149270505,0.817674639
2631,Annual,1,Grace Avenue North Hykeham,493495,367095,53.192722,-0.602059,Triassic Sandstone,loamy sand,sandy clay loam,1.771741517,1.452336448,283.6299837,7.722836944,0.006626363,3.753901176,101282.0743,322.420129,118.1653815,9.670624733,6.054347038,6.000000477,9,80,11,1.600000024,22,68,10,1.450000048,20,0.0015,7.95955141,956.3746411,751,0,,2015,2019,5,0.197260274,57,57,20,5,11.4,11.4,4,1.741677365,0.154280267,0.555959384
2654,Annual,1,South Poorton,350974,97557,50.775507,-2.696671,Oolites,sandy loam,sandy loam,2.578094192,1.330685386,283.9954071,7.141511569,0.006972312,3.797949046,100318.1469,323.6145134,114.2775183,123.057579,3.273148537,59.90000153,9,77,14,1.600000024,17,67,16,1.480000019,20,0.0015,1.164660402,98.27290924,101,0,,2015,2019,5,0.008219178,1823,60,20,5,364.6,12,4,38.92461713,0.847282915,0.825216169
2663,Annual,1,Letton,332990,246972,52.116981,-2.980046,Unallocated to aquifers,loam,loam,2.080777656,1.441117376,283.7891021,7.730120603,0.006829803,3.958347872,100515.9317,324.5724575,119.9562905,63.78453064,1.218007445,0,21,39,40,1.399999976,21,41,38,1.399999976,15,0.05,9.078580313,33.27355722,501,0,,2015,2019,5,0.22739726,1632,59,20,5,326.4,11.8,4,3.351659553,0.743292467,0.817206812
2664,Decadal,14,Old Palace,619334,155563,51.257017,1.142039,Oolites,loam,clay loam,1.870920041,1.446742747,284.3675403,6.701862052,0.007066204,3.847180409,100990.6861,322.7303278,121.0236006,18.6276207,0.975800931,2.799999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,35.85142539,406.2649125,1001,0,,2015,2019,5,0.643835616,51,51,19,5,10.2,10.2,3.8,2.483306975,0.551291727,0.823594798
2674,Annual,1,Snailwell Road,565400,268138,52.28648,0.423509,Chalk,loamy sand,sandy loam,1.525575027,1.504522248,284.0313082,8.084611253,0.006740307,3.911224325,101288.8329,322.3291522,119.4563957,23.80667877,0.428411067,9.599999428,10,82,8,1.590000033,17,75,8,1.5,550,0.015,51.50393416,208.1568382,5001,0,,2015,2019,5,0.169863014,1355,57,20,5,271,11.4,4,9.379216224,0.555624942,0.936799491
2699,Annual,1,Normanhurst Tower,571094,115069,50.909731,0.432287,Corallian Limestone,clay,clay,2.248849943,1.389429764,284.0936602,6.103997887,0.007040783,4.22751064,100550.1243,321.5223616,117.3500269,109.2465286,3.669173241,65.19999695,51,17,32,1.220000029,52,19,29,1.230000019,50,0.00014,1.716679115,118.5274658,1,0,,2015,2019,5,0.169863014,59,59,20,5,11.8,11.8,4,31.97347775,0.854914515,0.87939442
2717,Annual,1,Brocklands Farm,463755,123655,51.008751,-1.092631,Chalk,loam,clay loam,2.578696604,1.387325574,283.9271968,8.427272862,0.006855938,3.441735189,100412.3908,321.7351355,117.292384,77.77937317,4.080029011,3.599998474,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,37.95290113,81.38068514,101,443.4398499,,2015,2019,5,0.117808219,59,59,20,5,11.8,11.8,4,0.897508763,0.646200039,0.923092295
2719,Annual,1,Glentworth,495555,389465,53.39337,-0.564514,Oolites,loam,,1.798904711,1.47673091,283.2834442,7.722836944,0.006536624,4.553581372,100777.8745,320.7679539,118.0649958,52.13562775,1.143220901,9.199996948,22,42,36,1.399999976,0,0,0,0,130,0.0005,7.168631782,31.9,1001,0,,2015,2019,5,0.191780822,57,57,20,5,11.4,11.4,4,3.581768101,1.213600926,0.853589866
2720,Decadal,21,Manchester Street,334730,390680,53.408867,-2.98332,Triassic Sandstone,loam,clay loam,2.289704275,1.451752277,283.5889275,6.877820409,0.006656941,4.464989615,101164.586,324.2629989,116.0149166,9.967542648,0.785206974,0,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,3.982963765,5310.349441,101,552.5316772,,2015,2019,5,0,1826,60,20,5,365.2,12,4,23.34252323,0.977048754,0.442314757
2727,Annual,1,Hall Farf Fen,648197,317237,52.695868,1.671714,Crag,loam,clay loam,1.66292442,1.60836624,283.8969171,6.690909165,0.00682089,5.835304336,101311.9028,320.899294,124.8678302,1.333835959,0.657977521,0,22,41,37,1.399999976,29,37,34,1.350000024,400,0.075,119.1990699,219.1195486,1001,229.9494781,,2015,2019,5,0.498630137,35,35,19,5,7,7,3.8,0.484121673,0.162383773,0.896132048
2730,Annual,1,Knighton Eastwood,457405,87305,50.682576,-1.188817,Chalk,loam,clay loam,2.227601313,1.422210069,283.9877234,6.406078896,0.006926236,4.92849813,100390.9352,321.1886808,112.8663064,65.09309387,22.62734604,49.40000153,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,57.97829619,517.5629717,251,0,,2015,2019,5,0.169863014,59,59,20,5,11.8,11.8,4,48.44733116,2.865457755,0.862761056
2738,Multiannual,7,Lea Hall Pimhill,349255,321055,52.784663,-2.753821,Triassic Sandstone,sandy loam,sandy clay loam,1.999561887,1.467786543,283.272511,7.561281574,0.006604133,4.541575323,99992.18205,322.4762723,118.9811364,127.7313766,2.107393265,31.99999237,9,78,13,1.600000024,23,64,13,1.429999948,33,0.01,2.857572401,117.3963822,251,377.5330505,,2015,2019,5,0.150684932,59,56,20,5,11.8,11.2,4,62.76510541,0.49172439,0.776201075
2751,Multiannual,7,Pit King Farm,445380,171128,51.437334,-1.348523,Chalk,sandy clay loam,clay loam,1.879408543,1.40896439,283.7457167,8.427272862,0.006755395,3.520983492,100246.9746,322.1359928,117.9416915,98.19533539,4.545917988,6.299995422,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,28.78171785,285.5830405,51,0,,2015,2019,5,0.208219178,56,56,20,5,11.2,11.2,4,10.39069253,0.217739722,0.760086263
2752,Annual,1,Wingham Road,623067,157493,51.272897,1.196653,Chalk,loam,clay loam,1.748083241,1.472425902,284.4376308,6.701862052,0.007085247,3.878371415,101131.9082,323.0398854,122.8942404,11.22738266,1.064315677,3.399999619,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,39.94862087,124.9018948,1001,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,6.466397929,0.520762843,0.881112758
2757,Annual,1,EMRS 17,570964,157381,51.289896,0.450462,Lower Greensand,sandy clay loam,clay loam,1.830832418,1.45147455,284.3339897,8.545290384,0.006969165,3.579918574,101194.1146,322.8056551,120.6243779,25.26992035,1.614085317,10,24,48,28,1.399999976,34,41,25,1.330000043,270,0.0006,12.11702782,1065.741237,251,0,,2015,2019,5,0.169863014,59,58,20,5,11.8,11.6,4,11.57924238,0.258075435,0.573293601
2760,Annual,1,Threekingham,509315,336015,52.910443,-0.375905,Oolites,loam,clay loam,1.645345018,1.460036474,283.6912665,7.961938764,0.006642924,3.773943386,101189.1415,322.3369886,118.1540952,27.36096573,0.774360061,5.600000381,22,41,37,1.399999976,29,37,34,1.350000024,184,0.02,0.808902969,49.12925147,751,0,,2015,2019,5,0.169863014,58,56,20,5,11.6,11.2,4,12.80165539,2.454390761,0.791697805
2763,Annual,1,Park Lane Welford,440484,172875,51.453411,-1.418756,Chalk,sandy clay loam,clay loam,1.879791896,1.425616888,283.6147333,8.427272862,0.006719447,3.533355876,99988.98075,321.6205789,119.5793911,112.7718964,4.81866169,5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,33.07193279,54.3569109,51,0,,2015,2019,5,0.180821918,59,59,20,5,11.8,11.8,4,14.43240487,0.218790386,0.763579566
2787,Annual,1,Starveall,399455,139314,51.153079,-2.009165,Chalk,loam,loam,2.11746988,1.496204684,283.7429382,7.812595891,0.006816911,3.64144456,100029.7377,322.3542943,127.4324194,92.54624939,3.424113512,0,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,6.403286406,37.89189719,51,0,,2015,2019,5,0.312328767,43,42,20,5,8.6,8.4,4,18.38601683,0.760466468,0.710685161
2790,Multiannual,7,Heathcote,365385,328345,52.851472,-2.515452,Permian Sandstone,sand,sand,1.956790799,1.417428242,283.4552284,7.561281574,0.006634601,3.717228335,100430.2996,323.2629144,117.1544099,74.32122803,0.971921742,7,4,87,9,1.730000019,4,88,8,1.74000001,30,0.14,3.337929634,81.00242788,1001,0,,2015,2019,5,0.123287671,60,53,20,5,12,10.6,4,3.294394697,0.220714685,0.852837279
2796,Annual,1,Upper Campsfield Farm,446580,216540,51.845517,-1.32523,Oolites,clay,clay,1.704216864,1.451796358,283.7571825,7.847316624,0.00672168,3.549279002,100463.1026,322.8293513,119.5199614,83.38846588,0.138981357,1.099998474,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,0.54275578,277.245991,51,0,,2015,2019,5,0.238356164,57,57,20,5,11.4,11.4,4,9.442851845,2.803911439,0.862486656
2802,Annual,2,Riby Crossroads,518485,408285,53.557809,-0.21277,Chalk,loam,clay loam,1.791511499,1.480431204,283.3649325,6.699781022,0.006594211,4.737426085,100841.5461,320.8225967,118.4448355,23.0431366,1.390081644,2.199998856,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.936877986,134.7245144,1001,0,,2015,2019,5,0.156164384,59,59,20,5,11.8,11.8,4,9.399916261,1.916545657,0.815059775
2806,Annual,1,Withern Wood South,542795,381065,53.307271,0.141634,Chalk,loam,clay loam,1.81067908,1.500806403,283.5723093,6.437349428,0.006663649,4.859938682,101215.3369,321.420692,119.1221535,11.08706665,0.62842232,8.600000381,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.223922384,47.64759838,751,0,,2015,2019,5,0.265753425,55,55,20,5,11,11,4,7.929248468,0.221545734,0.914016618
2812,Annual,1,Houghton Common,587386,305276,52.612914,0.766292,Chalk,loam,clay loam,1.897207012,1.540362808,283.5787211,7.787020949,0.00663748,4.995416681,100569.357,320.1354652,119.4123978,73.35398102,1.437948108,27.70000076,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,57.77626982,83.45251716,5001,0,,2015,2019,5,0.323287671,38,36,20,5,7.6,7.2,4,38.33819155,0.889785993,0.8998913
2847,Annual,1,Spelsbury,434975,221835,51.893967,-1.493148,Oolites,loam,clay loam,1.906243151,1.451224596,283.6264749,7.847316624,0.006689821,3.574545563,100233.5766,322.4721584,120.2148839,125.6508789,2.104421139,33.59999847,22,41,37,1.399999976,29,37,34,1.350000024,184,0.02,8.09032223,81.7411386,51,0,,2015,2019,5,0.169863014,58,58,20,5,11.6,11.6,4,7.093809934,0.707165319,0.878105387
2848,Annual,1,Leiston,646118,259734,52.180897,1.598682,Crag,clay,clay,1.566538879,1.6578373,284.2022524,6.899069073,0.006838895,5.430163629,101375.1897,321.5185439,125.0644542,1.99055469,1.25229001,0.200000048,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,122.3336414,190.9984502,2501,0,,2015,2019,5,0.268493151,57,55,20,5,11.4,11,4,0.488624865,0.159521638,0.830622068
2865,Annual,1,Musseldean Copse,390610,136320,51.126078,-2.13555,Chalk,loam,clay loam,2.596933186,1.469132997,283.2827049,7.812595891,0.006690879,5.185630216,99087.94652,320.2768884,118.5405743,216.3614044,3.257191181,50.30000305,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,5.310664838,35.83764903,51,0,,2015,2019,5,0.142465753,1743,59,20,5,348.6,11.8,4,82.74155303,0.58961414,0.827568277
2867,Annual,1,Lund Village Green,497021,448091,53.919869,-0.524191,Chalk,loam,clay loam,1.931380064,1.455045952,283.0414371,7.297097527,0.006493942,4.651148001,100760.526,319.5012069,119.618161,39.78593445,4.08155489,19.30000114,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,10.99084184,48.00311052,51,0,,2015,2019,5,0.117808219,60,60,20,5,12,12,4,22.06660112,2.580325475,0.868474235
2871,Multiannual,7,Cosford,379765,304205,52.635204,-2.300423,Triassic Sandstone,sand,sand,1.880777655,1.416610181,283.5037769,7.783296916,0.0066514,3.700262574,100366.2923,323.2742138,116.7766099,82.84914398,1.385446191,8.400001526,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.828480426,191.7359155,1001,0,,2015,2019,5,0.323287671,55,52,20,5,11,10.4,4,5.702416707,0.357776236,0.826651823
2880,Annual,1,Mantles Farm,581500,154690,51.262466,0.600034,Lower Greensand,loam,clay loam,1.787623215,1.480595441,284.193285,7.604655088,0.0069504,3.618406313,100765.3512,322.0427928,124.4604224,56.31967926,2.193308115,13.70000076,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,14.96898461,704.1622614,251,0,,2015,2019,5,0.260273973,54,54,20,5,10.8,10.8,4,2.56430889,0.204112469,0.682727735
2885,Annual,1,Shropham,597318,293441,52.503143,0.905755,Chalk,loam,clay loam,1.735761233,1.5788609,283.8462322,7.787020949,0.006711895,5.042651616,100987.0144,321.0862986,120.9958976,38.8288269,0.536561847,8,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,68.71737641,82.34702031,5001,0,,2015,2019,5,0.375342466,45,45,20,5,9,9,4,6.034160233,0.482454834,0.945003488
2886,Annual,1,Stockers Farm,312812,99233,50.786086,-3.238197,Triassic Sandstone,loam,clay loam,2.636473168,1.459621736,284.181695,7.064950844,0.007075847,3.985198092,100505.8378,325.2277009,124.8693463,78.43438721,4.481563568,13.09999847,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,4.974053656,200.2690538,51,0,,2015,2019,5,0.112328767,1694,60,20,5,338.8,12,4,13.26818375,0.372727703,0.907658603
2901,Annual,1,Rauceby Station,503595,344265,52.985709,-0.458294,Oolites,clay,clay,1.730996715,1.467845486,283.6593259,7.961938764,0.006633773,3.761096484,101195.4145,322.3267834,119.1691893,20.29034424,0.991567373,2.899999619,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,6.267917412,264.8984142,751,0,,2015,2019,5,0.167123288,58,57,20,5,11.6,11.4,4,5.026895964,1.534226247,0.793911116
2910,Annual,1,Little Willingford,565597,122641,50.979365,0.357609,Corallian Limestone,sandy loam,sandy loam,2.520755747,1.514050235,284.1058037,6.103997887,0.007006109,4.229240217,100584.0042,321.5956733,127.1848039,50.8983078,6.705149174,3.599998474,9,77,14,1.600000024,17,67,16,1.480000019,330,0.003,0.897610948,81.94240931,501,0,,2015,2019,5,0.123287671,59,59,20,5,11.8,11.8,4,8.883223054,0.436175104,0.859300954
2915,Annual,1,Swayfield,499825,323385,52.79879,-0.520832,Oolites,clay,clay,1.765936469,1.517972286,283.485662,8.170701117,0.006580834,4.462713054,100643.7242,321.4847886,119.4467903,54.84103394,3.82901907,0,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,3.079554009,50.64181696,101,0,,2015,2019,5,0.153424658,58,58,20,5,11.6,11.6,4,5.408964974,1.023635776,0.860365232
2919,Annual,1,Valley Farm Helhoughton,586637,327012,52.808342,0.767574,Chalk,sandy loam,sandy loam,1.894030665,1.496858918,283.6270974,7.787020949,0.006673021,4.324510273,100889.9016,320.6207103,120.6357714,45.20183563,1.66444242,6.099998474,11,80,9,1.570000052,19,72,9,1.480000019,550,0.015,61.0652638,39.61988717,1001,0,,2015,2019,5,0.304109589,1617,55,19,5,323.4,11,3.8,2.487677515,0.372957829,0.89438897
2930,Annual,1,Yatton Keynell Manor,386440,176290,51.485391,-2.196669,Oolites,clay,clay,2.219112813,1.465968925,283.6500503,7.812595891,0.006774754,4.472113271,100012.0137,322.7205262,119.0125094,119.2809677,1.55279839,12.80000305,48,23,29,1.25,45,26,29,1.25999999,184,0.02,1.521776483,196.5176042,51,0,,2015,2019,5,0.136986301,53,53,20,5,10.6,10.6,4,28.81606204,2.872405226,0.858707799
2938,Annual,1,Gomeldon Seaford,418293,136088,51.123782,-1.739986,Chalk,loam,,2.191894854,1.485369783,284.0229469,8.146276078,0.00688715,3.570627257,100609.2804,323.2827235,125.075903,61.99250412,1.708024144,4.799999237,19,37,44,1.409999967,0,0,0,0,550,0.015,11.66993355,141.0691645,51,0,,2015,2019,5,0.128767123,54,52,20,5,10.8,10.4,4,1.274541157,0.227151276,0.900682883
2945,Annual,1,Prowdes,552228,137037,51.11241,0.173364,Corallian Limestone,loam,loam,2.121467693,1.462168622,284.1541379,8.545290384,0.006950116,3.472928068,100795.7758,321.9669736,124.7305037,54.90425873,0.161123633,16.5,19,45,36,1.419999957,27,39,34,1.360000014,50,0.00014,0.369610933,144.4230247,251,0,,2015,2019,5,0.17260274,58,58,20,5,11.6,11.6,4,4.480810454,1.684429251,0.900447839
